device_ip,port_number,protocol_used,packets_received,packets_forwarded,unusual_login_attempts,resources_shared,device_type,cpu_usage,memory_usage,storage_usage,device_uptime,os_version,connection_status,latency,error_rate,bandwidth_usage,data_transferred,security_level,vpn_status,firmware_version,last_maintenance_date,label,attack_type
192.168.1.245,63645,TCP,4224,1002,3,47,mobile,62.53865786,11.16370396,32.19873097,86020,iOS,inactive,173.0613223,1.769269891,882.2163384,406.5903031,high,disabled,v1.6.2,4/18/2019,0,None
192.168.1.36,57983,SMTP,5776,433,0,36,PC,49.39103688,22.68438576,45.01376243,66765,Linux,active,87.50041359,1.341746168,938.1332444,4550.574498,low,disabled,v1.6.2,4/15/2019,0,None
192.168.2.176,62189,HTTPS,9582,491,2,47,PC,95.77064323,82.61359192,98.75645919,20134,macOS,sleeping,107.425497,2.820011467,601.2832987,4970.737454,low,disabled,v9.5.1,10/7/2020,0,None
192.168.1.208,64238,FTP,3468,2787,3,17,mobile,69.07903516,80.62069788,95.99827383,64303,iOS,active,317.7971744,1.198874392,184.9489123,9834.70551,medium,enabled,v6.6.4,3/20/2019,0,None
192.168.2.87,34938,HTTPS,6849,3553,3,21,IOT device,0.287136922,24.52283013,33.70286813,43726,Android,active,409.746138,1.812811725,417.2267012,6272.638623,low,disabled,v6.6.2,9/16/2019,0,None
192.168.1.159,56724,TCP,7827,271,5,13,IOT device,94.42995659,14.00407114,27.56894881,42892,Android,sleeping,87.78917688,4.894786231,641.9677899,8610.305148,low,enabled,v3.7.5,12/8/2019,0,None
192.168.2.249,12456,SMTP,9644,2028,5,31,IOT device,22.41900924,46.8801224,95.98563229,1636,Linux,active,44.78261535,1.168445661,261.002456,6721.418375,low,disabled,v10.3.7,4/26/2020,0,None
192.168.2.242,2298,HTTP,5527,1857,8,40,IOT device,16.44969449,26.12792285,70.52130975,10773,iOS,inactive,470.7078632,0.30975492,737.2582011,7230.923214,medium,disabled,v2.2.2,9/23/2021,0,None
192.168.1.216,40597,SMTP,9947,4083,3,48,IOT device,56.02183616,10.02867493,84.0441698,17973,Linux,inactive,348.3705299,2.211613707,40.13074019,9864.710948,low,disabled,v8.9.7,2/7/2022,0,None
192.168.1.226,61379,TCP,2706,3856,8,17,mobile,5.685065081,75.06349162,61.71009179,84806,Linux,sleeping,259.9813506,3.570870464,378.843252,477.2800581,low,disabled,v2.9.2,9/15/2020,1,Brute Force
192.168.2.91,46494,UDP,4661,888,2,19,IOT device,36.2480649,90.56416085,8.414169813,1158,Linux,inactive,288.2073188,1.357006731,794.9887846,157.5630154,medium,enabled,v3.9.4,1/23/2022,0,None
192.168.1.14,16723,TCP,3993,4908,6,28,mobile,43.96122803,68.51573488,66.39421205,46825,iOS,inactive,239.8221693,2.545362183,559.7483952,1780.662053,medium,enabled,v10.9.8,3/26/2020,0,None
192.168.1.20,47803,UDP,8938,4600,6,4,mobile,95.95980324,50.81907921,76.82834374,91865,Windows 10,inactive,197.4727028,1.719306126,724.610013,7882.519621,high,enabled,v10.2.0,10/25/2023,0,None
192.168.2.17,33195,SMTP,191,3163,0,6,PC,63.82929163,90.4421943,42.62365227,53581,iOS,active,134.4256578,1.014316528,548.5301605,9939.750761,low,disabled,v8.1.4,5/5/2023,0,None
192.168.1.254,15871,TCP,9782,2606,1,4,PC,96.80713917,53.55114723,19.03985959,10643,iOS,sleeping,433.9466658,1.009937671,484.2535837,9869.878803,high,enabled,v4.2.9,10/1/2023,0,None
192.168.2.151,40167,UDP,1385,2420,3,28,PC,93.83877948,98.97682141,69.42180814,4274,macOS,active,378.6168803,0.857306062,463.4350718,3793.180064,high,disabled,v4.8.8,10/27/2021,0,None
192.168.1.12,62792,UDP,8976,4494,10,3,mobile,39.57892354,60.42564458,82.29011272,54622,Windows 10,inactive,436.7807231,2.605842535,504.030558,8156.214188,medium,disabled,v8.7.0,10/7/2023,0,None
192.168.1.49,3661,HTTP,7626,2011,4,7,mobile,39.15928952,81.57455291,41.39368023,85099,macOS,active,170.8743047,3.112393761,949.9939026,1959.08912,medium,disabled,v1.1.0,9/22/2021,0,None
192.168.2.50,35925,SMTP,9840,3959,3,14,mobile,31.0532546,81.20316498,92.15492462,8080,iOS,sleeping,221.4058003,0.394743565,503.4660571,4511.838557,high,enabled,v8.5.4,7/9/2022,0,None
192.168.2.39,42129,SMTP,1489,4030,1,39,PC,80.30089038,6.299286432,4.537569168,30604,iOS,inactive,150.9626373,4.920664507,504.9285559,9768.54775,low,enabled,v5.4.8,9/21/2021,1,DDOS
192.168.1.213,63851,FTP,9018,1564,10,37,mobile,93.16481871,5.105580966,44.0658869,20005,Android,sleeping,465.7073954,3.553530391,937.5839568,7522.36548,medium,enabled,v5.5.7,5/23/2021,0,None
192.168.1.195,31038,HTTPS,1573,4963,8,16,mobile,31.41011717,56.73973661,50.41245188,27796,Linux,inactive,184.9043356,3.939915527,983.2984509,27.48413031,medium,enabled,v4.0.4,1/5/2019,1,DDOS
192.168.3.89,12537,HTTP,678,2751,8,11,mobile,67.20409187,98.9211936,78.12188272,8597,Windows 10,sleeping,427.7480128,3.988789873,420.6289105,5483.611622,medium,enabled,v4.4.3,3/23/2021,0,None
192.168.1.128,10779,HTTP,9000,3090,9,27,mobile,57.87966162,1.192052844,47.05165631,58194,Linux,active,175.542346,0.817954598,932.0840347,8177.746789,medium,enabled,v2.2.4,10/8/2019,0,None
192.168.2.61,55854,SMTP,7144,564,0,17,IOT device,7.080143801,44.51937433,23.47084187,55818,iOS,sleeping,93.61559909,2.060817821,545.7750785,4428.155549,low,disabled,v10.5.2,4/24/2021,1,Malware Infection
192.168.1.230,26776,HTTPS,35,678,2,2,mobile,74.30548394,92.96949467,14.15770203,53147,iOS,sleeping,305.4887042,4.888161562,951.743856,611.5829695,medium,disabled,v7.8.0,1/8/2023,0,None
192.168.1.30,12586,HTTP,1755,221,2,0,IOT device,38.51534048,56.2034317,0.389996762,20192,iOS,active,399.5827504,4.895377599,552.158787,6686.827565,medium,enabled,v9.2.3,3/20/2023,0,None
192.168.2.215,56923,TCP,3571,2120,1,14,mobile,66.72036462,51.72908597,28.08360735,9256,macOS,sleeping,249.5907967,2.299134196,418.2139575,930.2675958,medium,disabled,v2.6.7,1/23/2023,0,None
192.168.2.44,62214,HTTP,525,1471,6,0,PC,14.51050766,74.03520236,52.47488567,65172,iOS,active,82.17806366,3.107492218,692.7632367,1102.041666,medium,enabled,v9.1.1,9/6/2019,1,Brute Force
192.168.1.119,26597,HTTP,1563,3596,8,27,IOT device,77.46783928,48.85297592,22.14076965,78348,Windows 10,sleeping,463.4849492,3.93627764,42.83477199,6478.24058,high,disabled,v4.3.3,6/1/2019,0,None
192.168.2.247,27080,FTP,6658,4497,10,17,PC,85.71713452,84.31498301,71.45501669,10941,Windows 10,inactive,398.4939694,0.185254805,851.7109263,8012.45177,high,enabled,v9.0.3,3/1/2023,0,None
192.168.3.84,27426,UDP,4285,1232,3,15,mobile,26.94718195,32.04261029,85.18129444,15741,Windows 10,inactive,417.7833665,2.092847417,597.0720643,2623.627102,low,disabled,v9.1.0,6/7/2019,0,None
192.168.2.98,65465,HTTPS,3635,2637,0,12,IOT device,86.68279993,55.05709001,25.07291683,5184,Android,active,491.0852889,0.709030836,9.779823775,2996.315644,low,enabled,v10.7.8,8/4/2023,0,None
192.168.1.6,6434,FTP,8639,1489,3,19,PC,60.96037058,10.24281588,25.69121895,51453,Linux,inactive,180.9490565,1.381269373,742.8270903,371.1632789,low,disabled,v2.6.9,5/7/2021,0,None
192.168.3.121,42857,HTTPS,831,3133,6,47,mobile,3.494573532,89.04084099,96.47182733,79453,Android,inactive,232.2747733,1.548013547,1.286487669,7429.468843,high,enabled,v10.3.2,6/14/2021,0,None
192.168.2.150,43470,SMTP,6391,1059,3,23,PC,37.60107588,97.91724781,58.2768652,62546,iOS,active,109.2468563,4.71762885,776.7241726,7073.515107,medium,disabled,v7.9.8,10/19/2020,1,Unknown Attack
192.168.3.124,9518,HTTP,1954,4884,6,16,IOT device,41.73189989,56.91162833,77.05345489,77570,Windows 10,sleeping,84.10390941,4.070392804,365.203928,8078.834621,medium,enabled,v3.1.2,12/5/2023,0,None
192.168.3.154,8834,SMTP,6733,2212,0,30,PC,17.74303045,33.43326576,23.79895436,92619,iOS,active,246.4902913,4.133171055,842.3289935,6578.073585,low,enabled,v7.4.8,8/22/2021,1,Unknown Attack
192.168.3.168,59835,HTTP,3961,255,5,43,IOT device,9.015942393,16.35235141,18.79361367,48508,macOS,active,371.7395356,4.675242356,680.3895516,7694.525649,high,enabled,v1.2.4,2/4/2023,0,None
192.168.1.60,61544,UDP,2771,1633,4,29,PC,0.439853701,76.30731382,44.33398435,89442,Linux,active,113.5950265,1.90139568,790.6964578,9144.183993,high,enabled,v7.5.3,9/5/2020,0,None
192.168.1.163,12698,TCP,607,4022,3,44,mobile,6.397978489,63.86474004,55.4349281,88345,macOS,sleeping,256.0001465,1.023065031,448.4549362,987.9297436,high,enabled,v6.9.6,9/2/2022,0,None
192.168.2.193,29719,UDP,8934,2030,1,43,IOT device,45.87573087,73.44067243,96.03129704,14299,Windows 10,sleeping,58.9068254,0.96456522,911.5618294,1799.469317,low,disabled,v6.8.5,12/6/2020,0,None
192.168.1.64,36217,UDP,5402,307,1,45,mobile,27.71421191,73.72132745,87.00333541,27554,Linux,sleeping,203.031301,1.642311694,400.8266643,9141.15721,medium,enabled,v7.3.5,2/22/2021,0,None
192.168.2.238,55544,HTTP,4561,1472,7,19,IOT device,15.36820273,5.730067577,1.310477075,55774,macOS,inactive,299.419501,3.062744045,172.9103129,8578.306194,low,disabled,v8.1.3,7/13/2022,0,None
192.168.3.230,40207,HTTP,9582,33,1,47,IOT device,96.77547316,45.22277221,39.60945136,80057,iOS,inactive,25.46383098,2.406930217,227.5958232,2288.224393,low,enabled,v6.8.3,6/26/2020,0,None
192.168.2.251,43353,SMTP,6536,3235,0,49,PC,23.4542853,81.6807146,70.22724531,92848,Windows 10,inactive,309.4229575,3.621060409,229.4558482,1059.639747,medium,disabled,v5.9.5,7/17/2021,0,None
192.168.1.219,58303,UDP,667,850,6,0,mobile,23.10604349,55.18557779,65.27885315,25361,iOS,inactive,87.97013872,4.783572709,679.7766448,9363.900121,high,disabled,v2.0.4,3/24/2022,0,None
192.168.3.215,30317,SMTP,7338,3130,9,42,mobile,34.64149836,48.55577752,53.75124807,66475,Linux,active,114.7419987,3.411542389,656.3868739,4232.763465,high,enabled,v5.5.7,5/10/2020,1,Brute Force
192.168.3.56,34323,FTP,9088,2790,9,31,PC,35.1885016,35.06643144,33.4326248,20108,iOS,active,36.76739783,3.955017473,756.0561151,3900.430712,low,disabled,v4.0.2,9/23/2020,0,None
192.168.2.13,21699,FTP,1345,4340,0,39,PC,95.99303152,53.82472379,34.92989133,49967,Linux,sleeping,372.6243045,2.432192553,906.3376545,1373.525721,low,disabled,v2.8.0,7/7/2022,0,None
192.168.3.156,31756,HTTP,9662,3401,3,9,PC,70.57126243,35.70673174,88.08397791,38147,Linux,sleeping,81.02928473,1.079131579,511.4096033,1165.670021,low,disabled,v5.5.7,5/17/2022,0,None
192.168.1.235,14109,UDP,7662,3856,7,9,IOT device,21.2529128,67.73347517,98.54383311,35656,iOS,sleeping,5.379391299,4.705635102,978.4505446,2789.088627,medium,disabled,v8.1.2,2/19/2019,0,None
192.168.3.85,43997,SMTP,6926,3428,9,28,mobile,80.01649486,9.51977131,12.96024118,78132,Android,active,306.2511069,0.478268633,642.4659015,4261.329529,medium,enabled,v4.0.7,9/9/2019,1,Brute Force
192.168.3.96,52435,UDP,3254,2368,2,12,IOT device,71.51149005,7.675392127,95.92455082,67453,Android,sleeping,215.8930468,4.613367392,997.764182,606.5747028,high,disabled,v5.5.0,9/23/2022,1,Unknown Attack
192.168.2.165,37489,SMTP,8093,2166,9,20,mobile,79.49208365,78.16215006,86.99191341,49009,Linux,sleeping,119.1804809,4.685645195,358.3911953,3693.899521,high,disabled,v5.2.5,3/19/2019,0,None
192.168.1.148,63028,HTTPS,363,844,9,46,mobile,7.848760741,87.96460145,10.25167021,63576,macOS,sleeping,425.9133833,1.186690564,995.6825077,7483.302083,low,disabled,v8.3.8,11/13/2020,0,None
192.168.2.29,9626,HTTPS,2102,4703,9,11,mobile,26.31676208,59.00375801,80.26776225,57205,iOS,sleeping,247.0782345,2.411119674,401.292471,1935.080518,high,disabled,v5.1.0,10/7/2021,0,None
192.168.1.51,5003,HTTP,2031,2373,4,11,IOT device,41.8735634,2.816419322,98.72414943,28397,Windows 10,inactive,77.5841339,1.417467113,718.2218637,8201.43534,low,disabled,v1.5.3,10/6/2023,0,None
192.168.1.132,48734,UDP,5080,3287,2,40,mobile,68.96909993,21.59220337,56.95105776,17847,Android,sleeping,193.4581919,2.404582398,500.2455384,3859.690727,high,enabled,v3.3.0,4/21/2022,0,None
192.168.2.178,44832,SMTP,2691,1717,0,3,PC,96.64801348,94.78058671,32.0023564,95321,Android,active,119.4628462,3.686219283,301.2594034,4050.674235,low,disabled,v2.6.7,2/2/2021,0,None
192.168.2.205,63936,UDP,3732,1734,0,18,mobile,90.48083804,92.86470308,48.32889466,40992,Android,inactive,315.4082769,0.262453412,745.0632777,2997.736192,low,enabled,v9.0.8,1/24/2021,0,None
192.168.1.90,56395,HTTPS,6461,4453,5,29,PC,11.18298276,15.85892245,45.18992416,32221,macOS,active,428.7070397,0.061584056,496.2283883,9255.530997,high,disabled,v3.0.9,9/16/2019,0,None
192.168.2.93,44627,SMTP,1820,4584,3,42,mobile,16.30408531,48.7547865,32.56837434,46952,Android,inactive,97.14056446,1.645005423,14.10088142,7948.677509,medium,disabled,v1.0.6,6/27/2022,0,None
192.168.3.125,20738,UDP,4579,212,1,12,PC,62.21172786,35.58480983,22.12088065,32607,macOS,sleeping,366.6371374,0.777702923,456.8613887,2733.074904,high,disabled,v9.0.1,3/6/2019,0,None
192.168.3.145,63556,SMTP,5180,2511,1,11,IOT device,16.08748274,17.46752914,64.09470283,45331,Linux,inactive,414.7693144,0.201097433,544.4259318,8715.285444,low,enabled,v8.6.6,7/5/2021,0,None
192.168.2.235,35481,FTP,5979,4994,4,14,IOT device,95.12688579,23.96195361,8.308670487,56758,Linux,active,481.1592202,2.714331463,80.98075426,3358.324826,low,disabled,v6.8.7,11/12/2019,0,None
192.168.3.13,17707,TCP,1013,2863,1,32,IOT device,58.90565025,70.52216363,95.81181835,702,Windows 10,active,351.9155782,2.337902678,544.6583305,2548.755805,low,enabled,v4.5.6,1/22/2020,0,None
192.168.2.172,34274,TCP,6712,706,8,39,PC,77.38531173,64.60218952,14.88469721,78945,Windows 10,sleeping,304.0529132,3.323051978,491.5002219,6871.61609,high,disabled,v10.8.9,4/20/2020,0,None
192.168.2.158,17226,UDP,8964,1008,1,7,IOT device,64.4403684,72.44021738,5.906012842,41356,Android,inactive,100.3203288,4.310197145,729.9023612,4142.310348,medium,enabled,v6.0.1,11/17/2019,0,None
192.168.1.48,63287,FTP,7195,4644,4,42,IOT device,94.79096017,34.75070516,43.92113413,46682,iOS,active,398.356799,3.886027329,69.32621114,281.724448,low,enabled,v4.8.0,11/11/2020,0,None
192.168.1.176,36468,FTP,6020,759,7,21,IOT device,12.06879611,81.33832775,81.12474001,83232,iOS,active,343.0335109,0.609837802,552.2221052,7404.549344,high,disabled,v6.0.4,11/28/2022,0,None
192.168.2.64,57106,FTP,8111,2795,9,37,IOT device,68.60486921,89.21034631,2.129771745,5688,Linux,sleeping,295.5415224,1.267655417,198.8216484,5565.321006,high,disabled,v6.0.3,8/10/2020,0,None
192.168.1.206,26454,HTTPS,5842,3465,7,46,IOT device,50.18830562,80.2514216,27.05261513,93198,iOS,sleeping,313.254373,4.192619107,955.3450663,4159.875852,medium,disabled,v9.3.7,12/5/2020,0,None
192.168.3.41,40004,SMTP,2769,484,1,50,IOT device,97.16308069,55.24386597,36.41450939,77946,iOS,sleeping,25.64192707,0.798173744,453.8175531,3833.997213,high,enabled,v5.6.0,12/2/2023,1,Malware Infection
192.168.3.218,11730,TCP,3969,2395,3,49,mobile,54.04991621,0.17976206,15.10206173,88236,iOS,inactive,77.76907856,2.702173686,299.6594946,5094.194242,low,enabled,v7.8.7,12/23/2021,0,None
192.168.2.248,6946,SMTP,3684,3446,0,5,IOT device,73.54651193,32.61595055,20.77096454,69025,iOS,inactive,239.9888679,0.397924396,782.7811336,8628.26791,low,disabled,v2.4.5,1/14/2021,0,None
192.168.3.81,49305,HTTP,4769,768,10,30,PC,25.93111067,6.026132986,39.35376434,37833,iOS,inactive,135.2386366,1.74691949,418.6103647,9092.271203,medium,disabled,v7.7.6,9/20/2022,0,None
192.168.1.99,25358,UDP,2507,2171,10,0,PC,2.656549234,13.20060839,0.442445624,11015,Android,sleeping,102.4432614,0.729009454,224.7239037,397.2502901,medium,disabled,v7.1.4,3/15/2023,0,None
192.168.3.107,22405,UDP,2886,3124,6,4,mobile,29.74438724,84.57477987,26.51586871,82303,Linux,active,167.9407705,1.968925409,640.8819268,2441.004849,medium,enabled,v2.1.7,8/15/2020,0,None
192.168.1.239,50762,FTP,2214,3574,0,31,IOT device,38.46949226,45.49923705,47.20809369,90370,iOS,sleeping,207.4576947,1.215684432,207.3644351,253.9392011,high,enabled,v1.8.4,10/22/2022,1,Unknown Attack
192.168.3.120,20229,HTTPS,1876,3331,2,21,PC,41.95195233,83.04995434,82.43196334,89326,iOS,sleeping,449.3393427,4.955027264,700.8577819,4786.724668,medium,disabled,v9.9.7,6/23/2020,0,None
192.168.2.153,46907,TCP,1681,1442,7,10,mobile,25.72176263,56.71296086,95.61433852,10182,Windows 10,sleeping,192.7903002,4.864237952,990.4381412,7746.475221,high,enabled,v9.5.8,3/16/2023,0,None
192.168.2.196,5712,HTTPS,6157,2848,3,13,mobile,0.227517942,17.08962432,23.21026329,30748,Windows 10,sleeping,48.73508172,1.010905453,763.1273845,328.2544073,medium,disabled,v5.3.3,7/14/2021,0,None
192.168.2.90,24539,UDP,7161,2766,10,24,IOT device,83.96956771,62.90816442,5.893103121,67636,Android,sleeping,309.7761738,0.84035669,54.15716827,746.9241144,low,enabled,v6.1.2,6/26/2022,0,None
192.168.2.236,42728,TCP,3172,3290,3,39,PC,34.01804255,7.468767612,27.62098446,20258,Linux,active,153.7376692,1.731475348,145.2195867,9485.992508,medium,disabled,v7.5.0,9/7/2019,0,None
192.168.2.57,48731,HTTPS,1401,2504,3,10,mobile,12.91315991,2.634589864,72.9637113,93946,macOS,active,166.1358981,1.519572299,464.6634486,929.0478163,medium,disabled,v7.8.5,3/7/2022,1,Unknown Attack
192.168.2.239,7603,FTP,8704,1324,7,27,PC,46.25450869,66.91771872,77.80084905,15889,Android,active,136.9237051,4.981558566,721.9265171,3170.692384,low,disabled,v8.3.9,7/17/2022,0,None
192.168.1.66,45575,HTTP,5354,3846,4,2,PC,29.40697356,79.47503143,7.287240383,47429,Windows 10,inactive,290.115961,0.055623901,451.4492082,7189.568803,medium,enabled,v5.6.8,6/19/2019,1,Malware Infection
192.168.2.124,11646,FTP,9278,737,9,5,PC,10.13701482,68.70257357,53.42530286,37543,Android,active,448.1156611,4.495254437,463.6316503,1647.150052,medium,disabled,v7.1.3,4/16/2021,0,None
192.168.2.84,29361,SMTP,2601,1740,3,2,PC,43.53894033,72.37572902,54.09723823,41757,Windows 10,active,169.3587004,0.983468584,866.8273165,6764.110305,high,disabled,v3.1.5,11/16/2019,0,None
192.168.1.10,18719,HTTPS,1582,3933,7,29,IOT device,58.40545707,93.19394984,55.36281726,41257,Linux,active,484.0167954,4.035052376,605.0881353,3762.001922,medium,disabled,v9.9.4,10/19/2023,0,None
192.168.1.24,33342,HTTPS,4095,1455,7,44,PC,5.682676362,26.92951517,71.56282323,68429,Linux,sleeping,187.9604359,1.625000347,418.3019271,1028.342228,high,enabled,v5.6.2,10/13/2022,0,None
192.168.1.203,4256,TCP,4296,3610,2,16,mobile,25.53361534,95.99244846,89.88428489,44111,iOS,inactive,36.3908734,4.800384446,922.1424291,1253.155112,low,enabled,v9.0.9,6/22/2023,0,None
192.168.1.4,3081,HTTP,7591,2746,6,36,IOT device,78.78035491,67.707604,28.11685091,90838,macOS,active,389.8451668,0.37225193,978.3241679,5662.748321,medium,disabled,v6.6.3,7/18/2021,0,None
192.168.1.108,11541,SMTP,2457,3044,7,24,mobile,69.09509839,40.30039026,14.22135628,5671,Windows 10,active,407.7141775,2.262897217,590.7933584,4111.275107,low,disabled,v7.6.8,12/2/2022,0,None
192.168.1.7,18127,HTTPS,4227,3926,3,5,mobile,98.66672983,23.52871559,33.98019142,95304,Android,sleeping,156.7271197,2.981619006,740.5900358,9223.674439,high,enabled,v3.0.4,3/15/2020,0,None
192.168.3.106,15675,HTTP,8373,4986,2,44,IOT device,17.61332674,4.003494523,93.01140423,98653,Android,sleeping,233.1790018,3.698933721,171.9300063,887.9784705,medium,disabled,v8.9.1,6/26/2022,0,None
192.168.3.198,24256,FTP,4212,35,7,11,IOT device,18.25282835,86.74850465,36.2844133,15266,Android,sleeping,254.1841718,0.392572175,485.4570611,5290.896818,medium,disabled,v6.4.2,1/13/2022,0,None
192.168.2.113,53683,FTP,7256,3405,9,15,mobile,92.28067814,84.2122901,76.14465271,4722,Linux,inactive,222.3278824,1.601145921,912.6156964,7407.719488,high,enabled,v1.1.2,2/14/2022,0,None
192.168.2.60,24165,UDP,511,300,2,25,PC,57.30479607,89.21587942,10.00029401,59395,Android,active,167.3161803,0.953382802,510.4362549,7508.778887,low,disabled,v3.1.1,6/13/2019,0,None
192.168.1.175,3474,SMTP,8077,1938,8,4,IOT device,22.06265559,44.70385571,64.47700501,22640,Windows 10,sleeping,449.041377,3.950489563,156.9937084,2609.136921,low,enabled,v7.7.8,3/6/2020,0,None
192.168.1.233,18855,FTP,3557,98,10,33,mobile,3.86199615,28.80158606,89.2871237,6952,Linux,inactive,235.5635643,4.884847647,137.2758283,9478.441107,medium,disabled,v8.3.9,1/6/2020,0,None
192.168.2.162,13829,SMTP,5867,2922,9,3,IOT device,96.43440181,47.56116456,23.70132024,74285,Linux,active,245.7573641,1.815594285,59.87762189,9563.686145,medium,enabled,v6.8.1,5/25/2021,0,None
192.168.3.88,29594,FTP,4732,4338,6,41,IOT device,86.86124853,48.82392917,82.38514838,91838,macOS,active,62.55073746,3.904076629,432.1704014,3560.594971,high,enabled,v1.3.8,4/22/2021,0,None
192.168.2.115,1669,HTTP,7336,3718,8,8,IOT device,48.92863014,59.21918067,61.10934244,686,Android,active,472.3403393,4.662383116,123.3861697,1703.893807,high,enabled,v8.9.3,9/6/2023,0,None
192.168.1.199,34911,UDP,6138,4202,3,8,IOT device,84.75512763,1.518958464,50.04124308,11516,Linux,sleeping,117.6562415,0.000681303,779.5650743,143.6735545,medium,enabled,v1.5.6,11/19/2020,0,None
192.168.2.186,51894,FTP,2393,2711,7,14,PC,45.2769691,77.68483347,82.81960948,62669,Windows 10,inactive,290.3028463,1.535795451,370.7156734,5952.367818,low,enabled,v2.8.3,2/4/2019,0,None
192.168.1.98,37632,SMTP,5581,1176,7,15,IOT device,36.43771638,70.56301712,8.988160261,3710,Android,inactive,265.6814289,1.103897871,101.5602227,7796.745095,high,enabled,v6.3.1,2/5/2020,0,None
192.168.3.4,45033,HTTP,2388,1430,2,8,mobile,14.51860118,36.45646609,56.45585799,12366,Linux,inactive,370.5882762,3.11810453,796.1038972,5520.887433,low,disabled,v6.6.9,12/3/2020,1,Unknown Attack
192.168.2.128,44028,TCP,9083,1977,4,42,PC,88.39384522,56.91692026,69.55241193,62852,macOS,inactive,241.8867878,2.753118001,314.7485193,7316.601903,high,disabled,v7.3.9,7/14/2023,0,None
192.168.2.71,45145,FTP,7318,2561,1,5,IOT device,6.420071593,50.85373898,48.56005988,47729,Windows 10,sleeping,118.9264149,3.833103233,930.1042054,8468.450548,medium,disabled,v2.0.1,12/5/2023,0,None
192.168.3.151,12423,UDP,349,3992,9,43,PC,45.01146715,49.8821388,1.053279077,92748,Android,inactive,297.6841338,2.685790443,691.9412774,3445.065037,medium,enabled,v6.7.4,4/25/2021,0,None
192.168.1.194,11227,SMTP,4202,4743,1,47,mobile,15.43610429,48.78366152,42.89285453,12222,iOS,sleeping,301.6023646,1.053687147,757.2230214,5081.311844,low,disabled,v2.4.3,10/3/2021,0,None
192.168.1.137,29646,SMTP,7455,3095,8,14,mobile,55.67013438,50.15454495,47.11814821,45939,iOS,active,266.6461126,0.153086447,135.5015561,3052.801215,high,disabled,v4.0.6,6/10/2020,0,None
192.168.2.117,36578,TCP,8252,2844,10,10,mobile,23.92948913,18.89738958,30.05984153,5338,Android,inactive,184.8215843,4.48753375,656.5343432,3653.162343,high,disabled,v8.5.8,9/10/2022,0,None
192.168.3.25,13144,TCP,4352,2504,2,10,PC,39.46426113,13.18412893,23.8739558,35807,Windows 10,active,2.480390567,4.878465823,894.030282,1050.106418,high,enabled,v10.1.8,6/20/2021,0,None
192.168.2.77,41615,UDP,7943,2858,0,22,mobile,66.82357269,9.918696695,28.84150051,66765,macOS,sleeping,296.7209346,4.684388073,211.7530667,4163.07279,high,enabled,v10.6.9,2/15/2019,0,None
192.168.2.101,25849,SMTP,5324,4108,1,43,mobile,50.37754915,58.60852563,67.20656499,45297,Android,active,92.30143679,3.736844022,292.7831388,6660.676289,medium,enabled,v4.5.3,4/18/2020,0,None
192.168.1.223,19274,TCP,3698,265,4,6,IOT device,26.89907082,29.72269218,56.5041808,55620,iOS,inactive,125.405719,4.336336503,972.9866795,2380.576122,medium,enabled,v2.7.0,5/14/2020,0,None
192.168.2.202,10027,HTTPS,124,1578,8,27,mobile,35.01956063,3.121302273,34.88267289,83625,macOS,active,23.85496984,0.295995166,753.025884,7885.597929,medium,enabled,v7.9.8,3/6/2023,0,None
192.168.3.179,20070,FTP,6534,2081,6,11,IOT device,49.60067737,61.67220027,32.97653168,21226,iOS,inactive,280.5576556,4.817660828,161.2769164,7217.002412,medium,disabled,v9.6.6,1/26/2022,0,None
192.168.1.229,7332,SMTP,1139,4341,9,32,PC,9.414815392,51.81024276,21.54616945,31735,Linux,active,305.7245,3.968304203,593.5002398,6934.509874,high,disabled,v3.1.5,2/23/2023,1,DDOS
192.168.3.159,61140,SMTP,4233,1274,2,4,mobile,24.06743366,26.10777309,0.523671042,87220,Linux,sleeping,267.4478631,4.087558681,881.9404445,1575.968461,medium,enabled,v3.1.6,12/25/2019,0,None
192.168.3.240,8369,HTTPS,7269,486,6,15,IOT device,74.89862637,24.90304554,62.68480412,18705,Android,active,439.1938841,2.566440494,153.5804311,7611.618254,high,enabled,v6.8.6,8/7/2022,1,Brute Force
192.168.2.240,46291,FTP,8649,3385,0,19,IOT device,97.74626442,4.290225403,73.96630747,24071,macOS,active,377.3202698,1.767309803,531.0667256,4712.015245,medium,disabled,v2.2.0,4/25/2021,0,None
192.168.1.189,55970,HTTPS,4773,3642,9,13,IOT device,58.79729603,90.98654385,64.19791096,47849,iOS,sleeping,98.93763996,0.13204501,453.4408589,9472.92821,high,disabled,v6.9.2,12/8/2021,0,None
192.168.2.67,5031,FTP,4579,3105,10,10,PC,28.05920593,5.455145592,49.33694816,54252,iOS,inactive,208.5126707,3.117533076,492.0912398,185.6242214,medium,disabled,v3.7.7,5/26/2023,0,None
192.168.2.114,54601,TCP,286,3833,10,39,mobile,48.27023666,24.18457406,91.80587237,87398,Linux,sleeping,423.4932184,0.210067486,850.1094479,5369.702679,high,enabled,v8.6.8,9/12/2022,0,None
192.168.3.165,57975,UDP,7320,108,10,33,PC,91.97344188,11.71034497,15.71832846,82575,Android,active,235.4279108,1.536806303,764.7009722,5244.618626,low,disabled,v7.1.1,2/20/2022,0,None
