device_ip,port_number,protocol_used,packets_received,packets_forwarded,unusual_login_attempts,resources_shared,device_type,cpu_usage,memory_usage,storage_usage,device_uptime,os_version,connection_status,latency,error_rate,bandwidth_usage,data_transferred,security_level,vpn_status,firmware_version,last_maintenance_date,label,attack_type
192.168.4.40,18324,UDP,1029,1824,10,12,IOT device,41.26289002,5.851788949,3.71446817,2768,Android,inactive,230.6337239,1.377400417,810.4576382,7417.334599,high,enabled,v4.1.6,1/28/2023,0,None
192.168.2.85,54453,HTTP,384,3416,4,19,PC,24.27372205,99.87395171,81.39196515,75729,macOS,active,388.0528478,2.716577409,20.90334003,3842.802656,low,disabled,v9.4.6,9/17/2019,0,None
192.168.2.213,34701,FTP,2857,4012,3,28,IOT device,4.411805794,84.32198408,17.76909931,28103,Windows 10,active,351.5610213,0.098485536,46.19466177,6882.035002,high,enabled,v5.2.4,2/13/2022,0,None
192.168.2.211,27590,HTTP,8579,1808,4,27,IOT device,54.57273463,7.585728822,96.67404108,89325,Linux,sleeping,130.2750305,3.599635466,13.51397066,2434.955829,high,disabled,v3.4.0,6/4/2019,0,None
192.168.2.83,58363,HTTPS,5964,4626,1,34,mobile,35.59403171,4.68136363,18.28470504,12323,iOS,sleeping,297.5011832,3.163740397,335.6627109,4104.235385,medium,disabled,v1.8.9,5/17/2019,0,None
192.168.4.210,29614,FTP,3908,1300,6,46,PC,80.974108,23.80093266,0.074388226,88280,iOS,active,73.96365775,1.469487841,902.5040457,5706.910362,medium,enabled,v7.1.5,8/6/2022,0,None
192.168.2.152,25072,HTTPS,7817,4885,8,45,PC,71.08540976,61.76101597,2.897899731,6096,Windows 10,active,274.9651652,0.061344967,745.5920203,3292.660903,low,enabled,v1.4.2,6/28/2022,0,None
192.168.4.221,33042,FTP,2077,3037,9,50,IOT device,84.58969548,38.79521251,76.89453555,15439,Linux,active,264.9828506,3.846152291,649.3796885,8278.562855,medium,enabled,v3.9.0,11/8/2019,0,None
192.168.2.145,4083,SMTP,4765,2982,9,5,IOT device,27.10635846,81.05600416,45.33289504,96542,Windows 10,sleeping,78.51377826,3.745058103,624.4385077,3738.996437,medium,enabled,v3.4.1,6/8/2023,0,None
192.168.3.239,19374,HTTP,74,2694,10,3,PC,50.33435678,94.36055155,14.59737973,88059,macOS,active,35.54277762,0.041541689,884.8448871,2085.224314,low,disabled,v4.6.4,2/16/2022,0,None
192.168.4.96,29546,HTTP,138,1536,4,4,PC,90.47479903,15.33003442,70.41139831,27528,Windows 10,inactive,53.85881301,1.966169111,217.9227029,1352.485079,medium,disabled,v3.9.2,2/4/2022,0,None
192.168.3.215,23763,HTTP,859,3755,6,36,PC,32.68696154,33.30618152,50.50934474,16195,iOS,active,17.63838905,3.025105532,801.178385,5045.477904,low,disabled,v4.2.2,11/18/2019,0,None
192.168.1.154,46689,UDP,7618,801,0,27,PC,38.74454992,46.87354797,32.51970994,1708,iOS,inactive,326.3479262,3.200942986,294.7124208,370.0623641,low,enabled,v5.0.6,10/21/2021,0,None
192.168.1.71,39045,HTTPS,4766,255,1,30,IOT device,60.58230871,63.47121385,84.28329663,86298,Android,inactive,272.2499363,2.609048053,380.7649164,1818.672478,medium,enabled,v3.5.4,10/28/2020,0,None
192.168.4.151,18923,SMTP,29,1667,5,6,mobile,80.89526853,10.37260872,96.86887304,49325,iOS,active,268.1577895,1.488144408,365.4214301,4021.95556,low,enabled,v9.2.2,5/25/2022,0,None
192.168.3.169,43033,UDP,9792,1533,9,3,mobile,55.5811821,4.407179964,48.49271357,55829,Linux,sleeping,152.7873539,2.528853655,547.7576112,5096.491646,medium,disabled,v9.9.5,8/16/2022,0,None
192.168.3.248,7596,SMTP,184,1279,5,24,IOT device,76.72343029,38.04707354,40.74756498,87305,Linux,inactive,143.8619036,0.24755484,678.3544789,3632.233605,high,disabled,v3.8.9,7/17/2019,1,Unknown Attack
192.168.1.21,35696,FTP,4416,3866,5,8,IOT device,61.33300194,30.07749136,26.45786785,82275,Linux,sleeping,311.5369396,0.931208413,214.6196234,5598.163903,medium,enabled,v2.4.3,7/8/2023,0,None
192.168.4.19,48762,UDP,2929,1302,4,13,PC,16.80626785,94.31371563,60.58715968,51141,Windows 10,inactive,385.8336751,0.059321233,318.2156882,4253.620396,low,enabled,v5.0.2,4/16/2020,0,None
192.168.3.243,6874,TCP,5545,1826,1,41,IOT device,66.40945455,68.82080013,41.90796801,29344,Linux,sleeping,294.6638548,1.548801353,658.0103771,4901.927199,high,disabled,v2.4.1,9/9/2022,0,None
192.168.1.148,20881,SMTP,9129,1633,0,3,IOT device,86.76860601,93.66697079,82.19545531,46906,Linux,active,423.2051341,0.95136523,457.6399678,3154.395937,high,enabled,v3.6.3,6/25/2023,0,None
192.168.2.90,31462,HTTP,1518,4082,5,14,mobile,44.34437768,98.69265515,69.89104893,3172,Linux,inactive,436.0721153,4.947505109,382.5192231,9297.161423,high,disabled,v8.0.8,9/13/2019,1,DDOS
192.168.4.17,1054,UDP,120,631,7,18,mobile,43.88048441,74.96774617,43.13949288,27382,iOS,sleeping,352.1994473,4.352048439,570.4995609,5392.619465,low,disabled,v2.0.2,6/19/2022,0,None
192.168.2.140,2251,FTP,3130,2201,7,7,mobile,56.74471593,89.70222034,30.77671555,9709,Linux,inactive,297.4918744,1.563230395,449.638483,837.3477585,low,enabled,v3.1.1,12/12/2019,1,Brute Force
192.168.1.25,26285,FTP,9074,4776,8,35,PC,91.27116267,64.19190989,40.88860905,22808,Linux,inactive,263.5750222,3.660002858,173.8214176,4169.718518,high,enabled,v9.6.8,10/20/2021,0,None
192.168.3.6,42760,FTP,3150,2112,7,31,IOT device,36.03455321,2.908020345,27.93396274,81482,Linux,sleeping,152.204479,0.832767876,753.5656012,2344.002167,high,disabled,v5.3.4,4/5/2022,0,None
192.168.2.212,22338,HTTP,6414,4910,5,20,mobile,46.01213847,82.80808262,6.366804567,60939,macOS,active,280.7272287,0.516636432,775.6713709,9878.74318,high,disabled,v7.9.0,9/12/2021,0,None
192.168.1.244,42287,SMTP,9645,2252,8,25,mobile,2.478202999,48.82570425,87.65660462,3649,Linux,active,163.8415743,2.244664606,518.7255489,9878.743531,medium,enabled,v2.4.9,1/10/2019,0,None
192.168.3.241,10814,HTTPS,8651,4558,10,39,IOT device,38.48562138,84.66518956,94.56314879,78022,Android,sleeping,125.9979797,2.329477789,89.6564068,292.968019,high,enabled,v9.5.7,3/28/2023,0,None
192.168.1.193,26935,HTTPS,4567,839,7,2,mobile,95.99707487,52.8144106,1.282603054,81209,Android,active,348.397117,0.31983944,965.1796947,1777.036826,high,disabled,v5.5.7,12/4/2021,0,None
192.168.4.11,19486,TCP,1867,298,7,1,IOT device,22.25991488,45.46151409,59.54532453,55207,Android,inactive,216.8742575,1.865684827,205.6192726,2392.651058,medium,disabled,v6.2.3,1/5/2019,1,Brute Force
192.168.2.178,64157,HTTP,6928,2253,6,46,mobile,5.625982883,91.91240197,54.97331083,41135,Windows 10,inactive,212.7373086,3.618343054,793.990591,8776.965958,low,enabled,v1.1.5,4/11/2021,1,Brute Force
192.168.2.194,23108,UDP,157,2538,2,42,IOT device,56.28406991,0.12870351,49.61397082,25288,iOS,active,451.555657,0.02899783,896.2405005,9613.648631,low,enabled,v4.3.6,2/3/2020,0,None
192.168.2.114,41487,TCP,1023,3141,9,12,IOT device,20.72076483,95.8225048,80.05655702,55523,Windows 10,inactive,312.1056582,0.236633497,2.775380304,9836.239785,high,enabled,v10.8.7,5/11/2022,0,None
192.168.4.176,30147,HTTP,6731,2897,3,33,PC,10.07033651,48.04798188,37.58259554,9317,iOS,active,212.9955892,2.545916201,261.9453826,4290.302222,low,disabled,v9.8.6,2/3/2022,1,Unknown Attack
192.168.3.171,58370,UDP,2978,3942,4,29,PC,48.88618395,98.51915643,98.12202937,65219,Windows 10,sleeping,89.06225103,2.499540094,819.4164087,1391.667451,high,enabled,v6.9.7,9/2/2019,0,None
192.168.3.159,8601,UDP,2368,4285,9,2,IOT device,43.57493995,74.29856073,47.73975233,74484,Android,active,338.7669627,4.305862525,986.126044,8554.212972,high,disabled,v2.4.4,7/12/2021,0,None
192.168.3.88,17130,SMTP,6820,908,7,16,mobile,0.105665925,77.57266362,47.77064989,11579,iOS,inactive,205.2209366,3.735762292,196.2008725,7931.549217,low,enabled,v5.6.0,2/21/2020,1,Brute Force
192.168.2.8,22583,HTTPS,2976,365,0,42,IOT device,90.44469057,66.9051413,78.00921575,28379,macOS,inactive,43.20686728,4.601212073,654.4659434,794.2084367,high,enabled,v8.2.0,12/19/2020,0,None
192.168.3.128,2770,HTTPS,4679,723,5,33,mobile,4.884863405,58.60651671,71.47855182,62590,Linux,inactive,303.8763688,0.129553773,520.8724257,7470.436635,low,disabled,v2.6.8,11/19/2023,0,None
192.168.3.253,32873,HTTP,3237,1585,0,36,PC,25.55804235,25.37957041,8.569662329,61228,Android,sleeping,60.7171436,4.168373967,911.9075005,8602.063793,low,enabled,v3.7.0,1/23/2022,0,None
192.168.1.75,20184,SMTP,7473,4806,5,45,PC,10.23772683,43.78656345,16.97684247,9249,Windows 10,active,104.1464674,1.961522455,13.08605436,63.76071496,low,enabled,v9.3.1,6/20/2021,0,None
192.168.1.82,6318,SMTP,91,4236,3,27,PC,50.16101813,38.36656734,67.51821795,28327,Windows 10,active,470.1479092,0.939159401,461.4795722,7497.58241,medium,enabled,v8.7.3,7/22/2023,0,None
192.168.2.42,50962,TCP,1019,3988,10,40,PC,75.09643205,97.88442168,72.78872922,35369,Android,inactive,456.0128827,0.962262294,736.0733074,8654.657973,high,enabled,v3.0.8,8/2/2021,0,None
192.168.1.123,55203,TCP,7740,4274,1,33,mobile,62.03718283,5.606563673,53.67511016,48818,macOS,sleeping,220.3022113,4.557440869,726.4232205,5138.158091,low,enabled,v5.7.7,2/25/2020,0,None
192.168.4.186,17009,HTTPS,1437,3914,7,46,IOT device,95.54547211,21.47372122,42.69927855,65572,Android,inactive,119.0994588,0.732231915,445.0239953,4835.700997,low,disabled,v10.6.9,2/17/2022,0,None
192.168.2.111,61334,HTTPS,2603,2385,7,10,PC,63.87259811,2.925697939,33.13831346,22869,Android,active,434.7816183,3.220281874,482.2475899,3045.164672,medium,enabled,v6.7.6,4/16/2020,0,None
192.168.1.188,4550,FTP,5962,2620,0,32,mobile,78.40453133,57.24085076,7.970666285,3422,Linux,inactive,220.6907607,4.162710874,832.7347585,5131.728917,low,disabled,v2.9.3,12/8/2019,0,None
192.168.3.104,60739,HTTP,5522,1987,2,36,mobile,19.2210405,98.09747888,54.69681351,1400,Windows 10,active,21.46752914,4.564963886,74.61013772,2706.686202,high,disabled,v9.9.4,8/25/2019,0,None
192.168.4.174,52579,TCP,7064,1311,2,11,mobile,19.65179506,80.67903377,59.65664548,78915,iOS,active,377.5958806,1.170851934,766.4448565,3199.162456,low,enabled,v7.6.7,1/9/2019,1,Unknown Attack
192.168.4.51,64226,HTTP,7541,3098,9,23,IOT device,73.50297571,32.59247962,33.6095049,74359,iOS,inactive,463.4093107,3.362599,620.6398488,2941.936426,high,enabled,v4.8.9,10/17/2022,0,None
192.168.3.205,14857,SMTP,8785,3511,5,32,IOT device,15.59296116,46.25116135,12.16580944,45198,Windows 10,active,245.9810381,4.369176906,623.097829,5665.377194,medium,enabled,v8.9.0,6/27/2019,0,None
192.168.3.188,29342,FTP,4835,4058,0,14,PC,18.72043772,61.45459572,10.82382924,19340,Android,sleeping,473.7062779,0.175709068,496.5463572,564.3765223,high,enabled,v9.5.4,5/3/2023,0,None
192.168.4.156,2691,HTTP,8884,10,8,43,IOT device,55.1221301,10.77794147,24.11323288,60365,Windows 10,sleeping,410.8878094,2.502362234,102.8841965,4145.432355,high,disabled,v1.7.8,5/1/2021,1,DDOS
192.168.2.137,1431,HTTP,5446,4441,5,45,IOT device,33.37064967,80.09498615,89.00182065,1028,iOS,active,307.367513,1.30995797,604.8825957,2145.081497,low,enabled,v4.1.1,2/4/2021,0,None
192.168.2.154,14973,UDP,4776,335,0,30,IOT device,59.12185422,26.02669549,17.01967952,3160,Windows 10,active,1.648018714,2.530831445,661.3106513,4716.792556,medium,enabled,v5.7.1,8/25/2019,0,None
192.168.2.15,27618,TCP,9661,2010,2,35,IOT device,13.8043921,27.09086439,1.022697494,94200,Linux,sleeping,74.28457872,1.434274326,103.3435964,3969.493656,high,disabled,v1.5.7,6/20/2021,0,None
192.168.3.5,65458,TCP,9808,3590,9,3,PC,17.14686799,92.03929571,44.88314086,37423,Android,active,203.8946227,3.047843178,693.0833813,6884.716666,high,enabled,v9.7.3,12/6/2020,0,None
192.168.4.247,58831,TCP,7647,3803,7,27,IOT device,87.15836416,81.93340053,1.865176284,52677,iOS,sleeping,249.3189659,1.418081013,347.8215992,9188.521305,medium,enabled,v8.7.1,12/24/2023,0,None
192.168.1.86,36318,FTP,9212,292,5,50,mobile,14.3016796,77.79864638,51.24537835,18707,Android,active,127.0485724,3.341237654,330.0045494,9669.878206,low,disabled,v6.3.9,7/28/2020,0,None
192.168.1.239,12853,HTTPS,2889,3659,0,41,PC,54.69886803,28.38954133,0.132645007,60210,Linux,inactive,178.7201879,3.310233976,792.1381046,7434.592154,medium,disabled,v9.7.7,6/11/2020,0,None
192.168.2.38,46522,TCP,4069,4091,5,47,PC,29.91156747,28.972036,16.75629333,39518,Linux,sleeping,343.3844746,2.804129091,39.57253384,3339.856792,medium,disabled,v2.3.6,4/15/2021,1,DDOS
192.168.3.124,16235,UDP,9543,1163,6,43,mobile,84.30807966,76.81276105,7.099358925,27410,macOS,active,282.8799077,1.299596553,294.1303535,9102.513912,high,disabled,v9.9.4,3/16/2021,0,None
192.168.3.72,55714,HTTP,4614,1202,7,25,mobile,91.00682353,24.02176051,95.60187978,41128,Android,inactive,395.6268798,2.079274931,169.7700608,6748.105228,medium,enabled,v6.0.0,1/19/2019,0,None
192.168.4.197,42288,TCP,4220,427,5,14,mobile,76.84832211,11.82061944,63.09172743,22297,Android,sleeping,166.8273712,3.861808299,559.5629904,6158.515247,high,disabled,v3.7.8,7/20/2020,0,None
192.168.3.252,1520,SMTP,1143,3946,0,3,mobile,6.578130905,24.20572177,32.87937969,74863,Windows 10,active,212.6559456,1.774165587,987.5322231,2244.09314,medium,enabled,v4.9.2,3/21/2023,0,None
192.168.2.158,45674,TCP,4208,2898,9,11,mobile,32.23569715,99.52602093,93.47420337,53422,Windows 10,sleeping,101.1613969,3.776535014,461.6171997,555.2511465,medium,disabled,v4.8.7,5/17/2022,0,None
192.168.1.43,20807,FTP,4242,2831,8,6,PC,65.35959196,58.91322821,47.90955095,52678,Linux,active,364.2852242,4.914162628,755.3382143,4904.263254,high,enabled,v9.7.8,5/1/2023,0,None
192.168.3.47,58895,TCP,1321,1659,3,21,IOT device,68.38812357,54.6195858,17.09131909,6540,Windows 10,inactive,291.6678996,4.379438072,39.85577318,9482.313584,low,enabled,v3.1.6,5/16/2020,0,None
192.168.1.23,39521,SMTP,2069,2535,6,7,PC,4.404911926,95.65515827,40.41493321,9062,iOS,sleeping,242.9592945,4.926951325,874.7012673,2957.611174,low,enabled,v10.3.9,11/9/2019,0,None
192.168.2.226,10792,FTP,973,1389,1,23,PC,84.67279301,62.16167755,46.45040897,13252,iOS,sleeping,287.7677319,0.56525481,703.9329244,6355.471585,high,enabled,v2.9.5,1/2/2023,0,None
192.168.2.251,2068,FTP,4485,572,5,30,IOT device,67.48672982,27.72930355,80.76843367,1619,iOS,inactive,236.0581079,0.795768437,704.529539,7327.959941,low,enabled,v8.3.3,4/9/2022,0,None
192.168.4.48,1239,FTP,1178,1048,4,25,mobile,67.69925364,3.814568698,34.09282597,82076,Windows 10,inactive,455.5848055,2.244339547,388.7773119,7714.800889,medium,enabled,v2.4.7,11/8/2022,0,None
192.168.3.25,44706,TCP,4923,4729,10,7,PC,43.26306967,70.30017236,1.437341504,86911,Android,inactive,45.51311148,2.244712575,762.6874122,7773.231945,low,enabled,v6.1.5,11/27/2023,0,None
192.168.2.84,43534,TCP,9293,2032,4,6,PC,73.46951316,44.2548391,58.54890351,67063,Android,sleeping,140.5616725,0.39648057,42.57595486,3205.124018,high,disabled,v3.9.7,2/24/2023,0,None
192.168.3.226,23629,TCP,8351,1182,9,17,PC,74.14878301,0.234792298,45.67689057,74707,Windows 10,sleeping,417.7112063,3.958599562,640.0929991,2419.249867,high,enabled,v8.1.1,7/3/2023,0,None
192.168.3.63,12824,SMTP,4438,4240,5,17,mobile,43.28495863,8.349413566,73.80508176,73130,macOS,inactive,14.25793504,1.649740078,531.1512668,3254.739855,low,disabled,v2.8.9,4/26/2023,0,None
192.168.3.45,40742,SMTP,229,4524,6,7,mobile,7.692941478,99.3349406,16.61519005,9617,Windows 10,active,420.9774542,4.845989197,702.0053953,2833.047953,medium,disabled,v1.9.5,2/23/2022,0,None
192.168.2.7,44310,HTTP,7478,3237,3,5,PC,83.82729035,21.62970705,27.75656876,5880,Android,active,53.3519296,2.856415755,758.001483,4381.257102,low,disabled,v1.1.1,11/14/2021,0,None
192.168.1.19,23161,UDP,9855,2073,3,0,mobile,46.38723469,38.77468041,56.56229239,72556,macOS,active,200.3780745,4.492094111,199.1856721,6149.640802,medium,enabled,v8.3.1,3/9/2022,0,None
192.168.4.238,58032,SMTP,1987,1192,4,11,PC,39.69531435,67.84369668,89.17077899,45705,macOS,active,223.0934512,3.042208057,737.4516361,6104.207571,medium,enabled,v10.3.8,9/27/2022,0,None
192.168.3.141,15734,TCP,9042,681,2,29,mobile,14.71225819,28.92651368,45.51683632,99284,Linux,sleeping,378.7765456,2.801277272,157.0713906,7839.981342,medium,disabled,v2.5.3,11/1/2022,0,None
192.168.3.147,7652,HTTP,1288,4463,9,39,mobile,65.96095233,31.06947654,40.72092546,37883,Android,inactive,263.4198755,2.886147732,99.87901382,8849.373368,low,disabled,v8.1.5,1/11/2022,0,None
192.168.3.187,30676,TCP,1998,1961,8,1,IOT device,73.30088037,8.145993303,11.17610956,48318,macOS,sleeping,83.3410805,2.209088701,501.0972893,9353.223253,high,enabled,v3.1.1,8/28/2023,0,None
192.168.3.200,24344,UDP,5770,4328,1,27,mobile,61.2589671,1.371736284,39.38398498,88028,Android,active,133.1802022,3.840053413,950.5643205,8051.454127,high,disabled,v3.0.1,2/25/2022,0,None
192.168.3.212,19127,TCP,4879,4852,0,34,PC,61.43132104,88.43960799,16.80602083,84815,iOS,inactive,228.5802431,2.527193297,113.0972658,3815.189685,low,disabled,v5.4.7,11/8/2020,0,None
192.168.1.155,57606,SMTP,3574,4968,5,13,IOT device,11.80478923,21.18616165,41.51602342,83337,macOS,active,403.585799,1.155930025,957.2404522,6656.815694,low,enabled,v5.0.7,10/8/2023,1,DDOS
192.168.1.52,44440,UDP,3619,3101,10,19,IOT device,36.31738948,59.23575541,13.61563704,28744,iOS,inactive,493.7838996,2.064371382,481.5214411,8251.302392,low,enabled,v10.6.2,5/4/2022,0,None
192.168.4.102,36091,UDP,5650,1887,10,38,IOT device,50.25078169,44.65098149,76.4409609,30972,iOS,inactive,264.0359874,3.301298268,651.0242183,3761.237411,high,disabled,v2.0.6,3/5/2020,0,None
192.168.3.213,44479,SMTP,670,2732,3,11,PC,63.14838427,21.99790168,30.44393899,91668,iOS,sleeping,119.1667533,0.324000507,748.7676334,8885.089079,high,disabled,v1.4.3,5/19/2023,1,Data Exfiltration
192.168.3.114,6321,HTTPS,941,1894,8,44,PC,22.70999718,29.49853759,75.30448229,85645,Linux,sleeping,134.7806901,3.900227726,580.1923275,160.9024872,high,enabled,v6.8.7,11/4/2022,0,None
192.168.1.127,52266,UDP,132,3025,2,5,PC,75.6783884,87.7830889,17.6787948,62004,Android,active,122.6451962,1.782001254,176.360235,3610.629813,high,enabled,v7.6.9,9/24/2020,0,None
192.168.2.180,55862,HTTPS,9474,4610,1,29,PC,39.64528591,85.47139149,51.16353609,43292,Linux,sleeping,67.12882667,2.826916971,940.5387838,2181.99068,high,disabled,v8.8.1,2/17/2020,0,None
192.168.2.190,53178,TCP,1012,548,2,39,PC,79.57020927,41.65075918,93.81910108,85382,Android,active,50.12729726,4.139027919,66.03085319,7172.082333,low,disabled,v9.5.2,9/22/2021,0,None
192.168.3.182,19624,SMTP,6332,2354,3,8,PC,37.63246006,67.55645904,95.55725108,20695,macOS,active,303.5843677,0.549323647,742.8032097,3519.055385,low,disabled,v7.0.4,3/25/2021,0,None
192.168.2.241,57037,UDP,4451,322,9,11,PC,74.81094454,25.43064017,97.69573077,2533,macOS,sleeping,34.07469922,4.168544718,875.5359458,9626.50674,low,enabled,v6.3.8,8/8/2021,0,None
192.168.3.162,33240,UDP,7779,4384,8,9,IOT device,44.40373553,12.10015463,66.35068182,11661,Android,active,58.22966633,0.11529505,591.4527319,7538.164111,medium,enabled,v10.6.5,2/19/2023,0,None
192.168.1.251,64297,FTP,6881,4604,10,9,mobile,1.691460915,70.63262998,25.22579648,78465,Linux,sleeping,412.3802877,3.823795032,549.9007516,5915.914979,medium,enabled,v9.2.8,11/25/2021,0,None
192.168.3.117,12783,TCP,164,2512,7,45,IOT device,57.45339404,4.012785325,2.090684243,77196,Android,sleeping,112.5859052,1.492426396,764.9776596,284.4714822,low,enabled,v5.0.8,10/9/2019,0,None
