device_ip,port_number,protocol_used,packets_received,packets_forwarded,unusual_login_attempts,resources_shared,device_type,cpu_usage,memory_usage,storage_usage,device_uptime,os_version,connection_status,latency,error_rate,bandwidth_usage,data_transferred,security_level,vpn_status,firmware_version,last_maintenance_date,label,attack_type
192.168.10.223,12757,SMTP,3045,2562,5,6,PC,19.55984901,12.49858105,62.5057103,32774,Linux,inactive,402.8415839,1.446299493,394.1253553,834.4945258,medium,enabled,v8.2.4,4/8/2019,0,None
192.168.10.73,27582,SMTP,835,438,8,45,PC,2.79993287,87.67792562,81.52187886,29052,Windows 10,active,13.13619857,2.364696552,19.43276338,9041.330291,medium,disabled,v3.9.3,10/2/2021,0,None
192.168.10.75,41854,TCP,3110,1022,2,6,IOT device,69.53553945,33.03955251,75.21151789,89843,Android,sleeping,421.801698,3.138436851,561.7745066,371.2998351,high,disabled,v3.4.9,2/17/2023,1,Malware Infection
192.168.1.29,28253,HTTP,9344,1731,10,43,mobile,84.95810958,16.49097349,85.30204498,16572,Android,sleeping,317.1534086,2.212875398,735.3066446,3119.184491,medium,enabled,v2.9.6,10/24/2022,0,None
192.168.10.33,47998,SMTP,2907,4289,3,11,IOT device,33.71971672,81.03464331,89.8041957,97227,iOS,active,49.64166276,3.617022743,442.0045721,680.711509,low,disabled,v3.6.1,9/24/2022,0,None
192.168.5.133,39154,FTP,5459,1982,9,45,PC,30.08234161,29.25927549,36.8203056,2443,iOS,sleeping,322.0123137,3.680308468,255.9354869,1756.115141,low,disabled,v1.3.4,1/8/2020,0,None
192.168.10.197,17713,TCP,500,2052,3,35,mobile,86.30123625,24.27304442,69.47186397,85345,iOS,active,213.7913294,2.148100275,902.4514545,6804.224492,high,disabled,v8.8.3,11/18/2022,0,None
192.168.1.167,34501,SMTP,2546,343,5,22,mobile,43.41037646,85.6225862,49.81561191,84829,Linux,sleeping,279.5826423,1.62809921,767.0326355,7261.717211,low,disabled,v8.3.0,12/8/2022,0,None
192.168.5.196,56039,FTP,3116,4392,8,3,IOT device,38.88334792,73.84857182,81.9164006,80701,Windows 10,active,62.68547366,3.587659533,32.80858623,7297.733185,high,enabled,v3.1.7,1/9/2019,0,None
192.168.5.63,54082,HTTP,7351,3216,1,24,PC,33.17499677,98.91681903,15.71243415,48758,macOS,sleeping,142.8841008,4.471244718,594.5309673,1455.986747,low,enabled,v3.8.3,12/25/2023,0,None
192.168.10.31,42214,TCP,3151,2985,9,24,PC,28.19990857,13.44696165,28.38702308,65710,Android,active,338.9885396,0.914457416,780.2160744,4573.752318,low,disabled,v5.3.7,10/21/2020,1,Brute Force
192.168.5.203,48541,UDP,8412,4848,5,33,PC,79.21534024,31.28159822,47.64895871,49015,Windows 10,active,333.1653343,0.606160102,390.2476645,6183.997752,high,enabled,v9.2.5,4/6/2023,0,None
192.168.10.54,28604,FTP,463,329,2,33,PC,29.0002287,92.23430458,46.23200214,38538,macOS,inactive,136.7225459,1.495645691,381.2452858,1183.582268,medium,disabled,v5.2.1,1/8/2020,1,Malware Infection
192.168.1.2,51552,TCP,767,1671,4,42,mobile,6.628400953,65.71073718,44.28285346,18670,iOS,active,380.4763407,4.21594121,856.283644,1265.02326,high,enabled,v10.0.5,7/1/2023,0,None
192.168.10.181,46495,UDP,6256,2810,2,24,mobile,1.478442774,1.198684247,8.577946636,59987,Windows 10,sleeping,498.8462949,0.779161333,360.2142545,1422.987907,high,enabled,v5.8.2,3/15/2022,1,Malware Infection
192.168.5.17,34669,FTP,8723,3022,5,6,PC,63.21843714,43.54383126,97.48658624,90557,Linux,inactive,253.9185818,0.549335469,322.2450138,1179.398726,low,disabled,v4.2.6,9/11/2022,0,None
192.168.10.119,35002,HTTPS,1626,308,9,33,IOT device,47.10928836,42.45051001,32.40699582,32059,Linux,sleeping,176.9032706,2.700758268,863.738747,4017.123381,medium,enabled,v8.0.1,10/24/2022,0,None
192.168.1.50,59648,HTTP,8538,4619,1,19,PC,83.51236091,62.14007994,16.29028902,36690,Windows 10,active,312.1604208,3.17962888,403.7289167,3618.404311,medium,enabled,v3.1.8,5/16/2023,1,DDOS
192.168.5.209,2069,TCP,2875,1880,10,46,IOT device,27.40818917,54.39050537,22.82612152,5198,Windows 10,sleeping,348.3550799,1.833427293,305.0222405,4738.350598,medium,disabled,v1.3.5,7/20/2019,0,None
192.168.5.41,53173,TCP,1789,901,5,18,IOT device,50.84874724,40.23739176,6.985649938,49222,macOS,active,293.4906901,1.276014123,152.1912187,1714.080822,low,disabled,v3.6.3,5/19/2022,0,None
192.168.10.89,43178,HTTP,2713,2509,5,19,IOT device,0.011775982,82.67259992,6.130013449,45983,macOS,inactive,269.2462721,2.461433041,49.02649147,7010.600737,low,disabled,v2.6.9,6/18/2021,0,None
192.168.1.87,19660,UDP,8471,1164,0,22,PC,89.48811304,25.87978163,53.07623923,58108,Windows 10,sleeping,23.58874128,0.043217771,714.6945627,5401.607593,high,enabled,v8.0.3,7/28/2020,0,None
192.168.5.211,35945,FTP,4775,2030,1,19,PC,69.08135785,66.56141389,76.13765929,14824,Linux,active,24.95025971,4.723332068,852.3467754,964.2522555,high,enabled,v4.8.0,3/27/2022,0,None
192.168.1.111,41082,SMTP,764,4313,0,17,PC,67.98250961,98.51659193,34.18602638,66112,Linux,sleeping,394.5975133,1.659342705,148.3113644,5500.166776,low,disabled,v8.5.6,8/23/2021,1,DDOS
192.168.1.151,5534,HTTPS,5623,2202,5,19,PC,44.28654708,29.29871719,26.68630954,30810,iOS,sleeping,217.9506928,0.185573015,611.3530086,2767.501691,high,disabled,v9.3.8,3/3/2019,0,None
192.168.10.27,42072,FTP,3006,1089,2,3,mobile,37.69277756,35.30571201,18.79128524,64335,macOS,active,379.9327873,2.522730937,806.7793627,3012.425114,medium,enabled,v8.7.0,9/18/2022,0,None
192.168.10.211,10529,FTP,4523,4322,4,36,IOT device,75.99795122,16.10152089,28.30866451,63891,Windows 10,inactive,384.2654789,3.972405309,258.7766016,2758.418199,low,enabled,v4.2.3,9/2/2020,0,None
192.168.1.127,26594,UDP,7524,3044,1,26,mobile,3.432355203,60.07915908,93.43405859,9540,Windows 10,active,303.6545299,2.726766853,484.823135,5522.102574,low,enabled,v4.6.4,9/20/2019,0,None
192.168.1.105,60462,FTP,7167,2508,8,23,mobile,82.49525016,76.45674964,88.97999965,7608,iOS,active,247.7060241,2.885722041,756.3773742,5259.594202,medium,disabled,v7.3.3,2/7/2020,0,None
192.168.5.77,14223,FTP,8951,4979,1,25,mobile,0.332271004,77.93975552,79.84000382,47263,Android,inactive,265.9077915,3.813058731,936.2322976,1720.839743,low,disabled,v3.7.5,3/17/2023,0,None
192.168.1.239,51115,UDP,7635,13,5,44,PC,79.35828802,57.14658843,78.38698623,52370,macOS,sleeping,202.2080154,2.222241561,953.277972,1944.952023,high,enabled,v3.0.7,5/10/2023,0,None
192.168.5.223,8567,HTTPS,666,3177,1,40,mobile,10.30599435,0.314399415,41.56324575,66468,macOS,inactive,88.83989102,4.048892769,806.6129354,1891.720324,low,disabled,v3.1.0,8/9/2021,0,None
192.168.1.250,8386,TCP,8008,3838,2,10,IOT device,75.19963563,91.84629388,30.79336427,41899,Windows 10,active,401.2715375,2.149526754,985.1996192,57.36462793,low,enabled,v2.4.5,10/21/2023,0,None
192.168.10.100,37714,HTTPS,9430,2449,7,38,PC,24.8068033,98.40426638,89.15439168,91202,Linux,active,24.34121759,3.13205482,445.6243999,5931.53411,medium,enabled,v1.6.5,1/10/2022,0,None
192.168.5.231,41685,HTTP,6084,27,0,24,IOT device,2.021118518,92.4422989,17.15416347,73919,iOS,inactive,232.2951871,0.019913464,713.0820275,2699.000377,high,enabled,v7.5.6,10/12/2021,1,Malware Infection
192.168.1.24,21667,FTP,8816,4343,4,2,mobile,57.04471004,12.12436419,24.22601623,9239,Android,active,419.1866754,2.417136414,231.979381,5234.181666,low,enabled,v6.9.3,8/22/2020,0,None
192.168.10.69,14414,HTTP,7083,230,6,12,PC,49.29643954,93.63341222,19.99818268,55174,Linux,sleeping,217.6485811,2.794237667,108.0710613,6706.759281,high,disabled,v6.8.9,11/23/2022,0,None
192.168.10.60,56315,HTTPS,7299,706,10,30,mobile,85.70287109,68.79382179,16.39512729,62539,Windows 10,inactive,80.6318863,3.766882567,647.0545241,2426.615503,low,disabled,v9.9.1,11/5/2020,0,None
192.168.10.196,47441,FTP,1328,4513,6,5,IOT device,40.31979191,95.93021288,46.15365941,68877,iOS,active,228.7922288,0.920729612,332.2105684,1821.633129,high,disabled,v1.4.9,1/22/2019,0,None
192.168.10.80,32386,TCP,9201,3603,5,49,mobile,3.338444425,1.530296658,9.24155651,99353,Windows 10,inactive,372.7356415,1.191816419,266.5048899,1455.150157,low,enabled,v1.0.1,3/28/2022,0,None
192.168.10.210,59378,FTP,3112,1092,7,21,PC,4.532171111,92.45004262,14.0980681,32456,Windows 10,sleeping,6.990004989,4.982621615,206.2464962,2051.713537,medium,disabled,v1.5.3,1/15/2022,0,None
192.168.10.161,36488,TCP,2386,1718,2,45,IOT device,4.343099476,55.63551885,99.40648881,90907,Android,inactive,187.2271273,0.699227334,740.4855801,5917.507083,low,enabled,v1.8.3,9/7/2019,0,None
192.168.5.94,54843,TCP,3778,3706,5,30,IOT device,6.036444579,61.92561958,85.4182478,20378,Windows 10,active,42.18489024,2.270581901,865.4853191,3665.630231,low,disabled,v1.8.8,10/24/2019,0,None
192.168.5.113,35526,UDP,4589,3232,3,39,mobile,3.121907307,58.10135908,5.819798524,79662,Android,sleeping,197.7597679,2.00238211,528.1264996,1233.538806,medium,disabled,v4.2.5,1/19/2022,0,None
192.168.5.206,33379,HTTP,7203,2052,3,35,mobile,46.45139789,61.76416293,17.55378446,19732,iOS,active,393.4539337,4.531505424,874.3770373,3311.837599,low,disabled,v8.6.9,7/1/2019,0,None
192.168.10.231,57384,UDP,2921,2497,7,25,mobile,20.0105513,58.38765833,0.332156047,64152,iOS,active,435.8961565,1.084042587,266.3797511,1298.564637,medium,disabled,v4.1.1,5/12/2022,0,None
192.168.5.38,63125,HTTP,4700,1677,2,22,PC,35.53621765,53.87090551,69.30432876,16679,Windows 10,active,36.24056892,0.678677607,921.0423809,8068.664135,medium,enabled,v1.7.4,4/3/2023,0,None
192.168.10.132,16346,FTP,1697,3845,0,40,PC,4.214964337,97.14920493,41.40195676,61504,macOS,sleeping,193.7961404,2.474209071,32.10436753,3237.075348,low,enabled,v4.4.8,10/13/2019,0,None
192.168.10.188,53605,SMTP,8784,4249,5,37,PC,33.73458825,87.99589609,41.75692236,32322,Android,inactive,85.92163671,4.796383214,373.7670973,5803.989728,low,disabled,v8.9.2,1/24/2019,0,None
192.168.1.174,9474,TCP,7611,2661,0,3,PC,29.3114341,93.42784117,25.74098184,72703,Android,inactive,273.8678853,0.484303274,589.8093046,3890.426405,medium,disabled,v5.1.7,3/12/2023,0,None
192.168.10.176,28605,UDP,6726,3290,10,29,IOT device,37.43274215,1.512460716,63.45280225,3995,iOS,inactive,330.1974752,2.915330907,499.7442074,4146.679127,high,disabled,v9.6.8,8/24/2021,0,None
192.168.5.169,4786,FTP,6269,3190,7,33,IOT device,49.99698901,57.19231044,52.78929815,60757,macOS,inactive,267.8879764,2.923281461,790.5313115,9350.754224,medium,disabled,v9.5.8,3/16/2019,0,None
192.168.10.78,63999,HTTPS,8236,2983,9,13,PC,92.89236194,9.719151044,74.39624371,47176,macOS,active,157.5538282,0.04933168,511.9514349,8383.74563,low,disabled,v6.3.8,4/16/2022,0,None
192.168.1.39,30567,UDP,6359,107,3,1,mobile,7.479562695,93.46333018,39.96691077,26974,Android,active,228.4122353,2.40034806,139.0326935,6386.296066,medium,disabled,v10.0.5,5/9/2019,0,None
192.168.1.45,30190,FTP,8193,2213,1,1,IOT device,18.3026987,38.59397417,96.73126884,90087,Linux,active,14.7362089,3.814367208,410.2090878,1663.318784,medium,disabled,v2.8.1,1/2/2023,0,None
192.168.10.22,44690,HTTPS,9101,238,5,49,mobile,68.99849737,29.10499061,51.15261556,92070,Android,active,71.76137658,2.367624107,444.350664,5876.295045,low,enabled,v3.3.1,5/27/2020,0,None
192.168.10.32,16652,SMTP,849,4919,10,25,mobile,92.99247642,22.16958391,48.54066963,12748,Windows 10,inactive,382.7573389,1.027118215,85.95129468,9493.498854,high,disabled,v8.3.9,4/6/2022,0,None
192.168.10.30,52040,HTTP,311,518,4,12,mobile,18.34100333,29.0578093,27.93960255,38125,Linux,sleeping,265.4170229,4.285191148,216.3967457,4381.110428,high,enabled,v3.7.1,2/10/2022,0,None
192.168.10.153,17113,HTTPS,5414,2556,3,29,mobile,10.85907615,41.32211322,91.43927133,56855,iOS,inactive,29.65973256,2.663626906,826.2508829,2517.087351,high,disabled,v5.7.4,12/7/2023,0,None
192.168.1.120,53616,UDP,458,192,9,46,PC,54.90945498,98.75129065,37.66549385,36139,iOS,active,486.9794467,0.48813023,276.9406722,7347.701672,high,enabled,v10.1.1,4/21/2021,1,Brute Force
192.168.10.144,1132,HTTP,9325,3648,2,18,PC,27.92898782,89.8867431,16.66005501,16844,macOS,inactive,118.4277463,3.591018637,0.599479429,1002.241157,low,enabled,v9.8.4,5/12/2020,1,DDOS
192.168.5.192,30477,UDP,1695,738,2,22,mobile,76.56627881,10.24516987,34.67853404,30293,Android,active,144.8920137,4.393284098,91.55339709,5662.707731,high,disabled,v6.4.7,10/17/2023,0,None
192.168.1.179,17484,HTTPS,3757,3014,8,7,PC,47.86666961,74.26688273,52.51029546,79981,Windows 10,active,194.586586,2.967498126,99.86428332,940.3339622,high,enabled,v6.0.4,5/5/2020,0,None
192.168.1.125,36839,UDP,4641,1440,9,6,mobile,62.56312591,17.33750031,53.55876452,82623,iOS,inactive,444.2921338,2.035158956,517.5492278,2110.723135,low,disabled,v4.4.9,11/7/2021,0,None
192.168.10.232,33885,HTTP,8304,1987,10,7,mobile,57.84918298,84.07698442,78.6447451,7283,Android,inactive,110.4646145,3.350953974,521.6906871,8691.637126,high,enabled,v2.8.9,12/19/2021,0,None
192.168.1.88,28051,HTTPS,5085,2574,3,2,IOT device,18.06916106,2.944586781,61.58209189,9066,Linux,inactive,99.87332456,4.069804638,440.8523612,1013.234541,high,disabled,v7.2.9,1/6/2022,0,None
192.168.10.233,54204,HTTP,7016,3827,4,3,IOT device,20.79377268,58.93876599,24.74250318,98671,Windows 10,active,383.8423884,0.242062931,345.6997664,2161.402746,medium,disabled,v8.6.4,1/8/2021,0,None
192.168.1.141,58511,FTP,5174,2841,0,18,IOT device,49.58210041,75.74673846,96.87152314,12011,Linux,active,260.6882734,1.654762029,302.7940029,8267.716065,medium,enabled,v7.0.2,2/13/2023,0,None
192.168.5.191,49579,FTP,6155,4904,5,0,IOT device,87.1584123,29.37306355,52.39976991,44285,Windows 10,sleeping,366.7346536,1.831176239,271.6356987,6675.609755,high,enabled,v9.0.8,11/25/2022,0,None
192.168.10.246,57956,HTTPS,7987,2027,1,30,PC,6.075460311,26.26213135,79.69518944,13646,Windows 10,active,428.2818241,1.376179786,930.1245855,4853.316042,medium,disabled,v10.7.7,2/20/2019,0,None
192.168.5.68,24724,HTTPS,7465,1292,9,2,mobile,98.95671898,93.38074454,33.5788467,24457,Windows 10,sleeping,14.60624453,2.984512183,405.0628449,8994.957902,low,disabled,v6.3.0,5/10/2020,0,None
192.168.10.122,55102,SMTP,951,4431,3,37,IOT device,75.66200523,80.09832764,64.47936098,17084,Android,inactive,424.0008679,1.344284076,375.5411001,4002.635432,low,disabled,v2.7.9,1/17/2020,0,None
192.168.10.254,57327,HTTPS,7160,3274,10,48,mobile,31.32000434,65.72843652,65.84840839,39613,Android,active,391.762981,3.324150745,911.0290675,1741.116856,medium,enabled,v3.4.6,9/24/2020,0,None
192.168.1.112,43388,SMTP,9762,2809,8,6,mobile,37.39346988,14.13829327,98.17359721,71465,Linux,sleeping,223.6762943,0.940884091,386.6403638,9083.544492,low,enabled,v8.8.9,7/1/2021,0,None
192.168.10.216,19190,FTP,5118,1326,10,45,IOT device,29.86697699,2.447131063,5.507559613,26859,Android,active,216.6569237,4.954328332,49.88723765,3487.859251,high,enabled,v2.8.0,11/20/2023,0,None
192.168.5.4,44561,UDP,7891,4446,6,11,IOT device,5.001888727,23.56348992,83.41711315,57796,Windows 10,inactive,312.9150923,3.452390692,526.1499191,6685.925036,medium,disabled,v1.5.0,8/10/2023,1,DDOS
192.168.10.35,63958,SMTP,2486,1944,9,29,PC,10.49673594,10.07734366,14.39020076,9697,Windows 10,sleeping,207.0744396,0.3729135,876.1143183,423.7221887,low,disabled,v4.3.4,10/17/2021,0,None
192.168.1.1,59536,HTTPS,6365,2069,8,5,mobile,7.553888346,30.93171001,86.64036562,21692,Android,inactive,458.5106613,1.354820608,23.56361933,7666.150084,high,disabled,v10.2.5,7/19/2019,0,None
192.168.5.219,5646,FTP,9274,4086,4,4,IOT device,3.021519904,63.60449644,57.73234007,30670,macOS,inactive,125.3985108,1.031598449,450.0758471,5123.952728,low,disabled,v7.2.8,2/12/2023,0,None
192.168.10.92,3688,UDP,7109,2167,7,35,mobile,71.73166552,90.91833033,86.48551257,52980,Linux,sleeping,331.2711126,2.431735812,37.45408226,2622.105414,high,disabled,v8.2.8,1/1/2021,1,Brute Force
192.168.1.61,38265,UDP,8997,913,6,43,PC,37.03870253,53.90652568,98.31775775,8230,Android,active,42.21853016,3.051333966,247.7652933,5925.186602,low,disabled,v1.3.2,10/19/2022,0,None
192.168.1.51,6904,TCP,8700,2265,9,15,PC,42.53455905,85.13254181,58.16378524,11810,Linux,inactive,281.1003329,3.072356134,874.8425896,2131.173148,medium,enabled,v10.5.2,8/18/2020,0,None
192.168.10.245,37164,TCP,5708,3617,6,47,IOT device,56.66835647,24.96903479,41.41779516,59864,Windows 10,inactive,437.8935237,2.289525232,489.1138263,2648.744696,high,enabled,v9.7.8,6/12/2020,0,None
192.168.1.191,13584,FTP,7564,4375,7,45,IOT device,21.27609746,22.79783467,79.18659645,1137,Linux,sleeping,137.7383503,0.513914186,607.6031375,6590.289747,medium,disabled,v2.4.6,10/9/2022,0,None
192.168.10.234,61027,SMTP,3930,4671,5,28,IOT device,72.78836824,26.60374179,97.86882831,46979,Android,sleeping,80.63864845,2.714392147,999.2302298,1675.768852,medium,disabled,v6.2.0,8/9/2023,0,None
192.168.5.67,15711,TCP,4231,3571,7,17,IOT device,14.25518564,92.73349247,99.06491746,87556,macOS,sleeping,217.043981,0.412218378,174.225453,347.8548652,medium,disabled,v1.6.9,11/25/2022,0,None
192.168.1.147,11262,UDP,7072,3063,5,36,IOT device,93.71937785,74.54888722,54.47223924,9188,Android,sleeping,452.2422591,0.344011967,6.177890144,8822.130599,low,disabled,v8.5.1,7/14/2023,0,None
192.168.10.242,38624,TCP,8204,2989,5,12,mobile,97.63918348,81.98483633,11.83622249,71323,Windows 10,active,428.0238023,3.375694948,150.4934778,1288.363588,high,disabled,v8.9.3,2/7/2020,1,DDOS
192.168.1.146,58202,TCP,1441,3469,1,41,mobile,47.78498095,42.36262579,82.4132573,30091,iOS,inactive,196.1123878,3.992991639,16.0996608,1384.079229,medium,disabled,v10.0.3,4/11/2019,0,None
192.168.10.95,47795,UDP,3754,3953,5,28,PC,29.78053256,12.36752886,56.34288778,88404,Linux,inactive,465.2050966,0.774965765,167.8170117,4552.851716,medium,enabled,v3.9.3,9/1/2021,0,None
192.168.1.86,8373,SMTP,9831,725,7,29,mobile,78.58526768,10.76034197,99.00895115,77698,macOS,inactive,155.5574509,2.131003456,418.3570395,4702.259107,high,enabled,v1.8.8,9/1/2022,0,None
192.168.5.199,12151,FTP,9885,4690,10,18,mobile,88.94109711,30.92052507,99.34909531,56695,Windows 10,inactive,336.1109308,0.875291843,366.7241235,2599.878391,high,enabled,v3.5.1,11/14/2022,0,None
192.168.1.204,41193,HTTPS,5962,596,6,43,mobile,39.87223237,40.98913688,61.73636812,71196,Windows 10,active,66.38147154,4.16428505,852.1593064,178.2374034,medium,disabled,v1.6.6,2/6/2022,0,None
192.168.1.118,17867,UDP,4638,2322,0,28,PC,94.35006304,40.70399014,23.20199813,87130,Linux,active,264.0864979,0.029602802,924.2970029,3043.492232,medium,enabled,v1.0.9,3/9/2020,0,None
192.168.1.209,41934,FTP,5902,1168,8,15,IOT device,51.15599297,85.34962774,21.81496153,42114,iOS,active,145.2581808,4.858350776,478.9123519,2743.75375,medium,disabled,v10.8.6,11/19/2020,0,None
